Original_country,Original_state,Original_region,Reference_where_data_were_collated,Website_of_source_of_collated_data,Primary_reference_of_dataset,Original_crop,Original_crop_component,variable,value,Table_number
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Stylo grass,Crop_products,N_pc_sd,0,7
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Subabool,Crop_products,N_pc_sd,0.9424,7
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Sugarcane leaf,Crop_residues,N_pc_sd,0.176,7
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Tree leaf,Crop_products,N_pc_sd,0.768,7
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Vegetable leaf,Crop_products,N_pc_sd,0.9952,7
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Azolla,Crop_products,N_pc_max,3.7392,7
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Bajra grass,Crop_products,N_pc_max,1.9936,7
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Berseem,Crop_products,N_pc_max,3.5632,7
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Brachiaria mutica,Crop_products,N_pc_max,3.3184,7
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Chickpea leaf,Crop_products,N_pc_max,3.5696,7
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Congo signal,Crop_products,N_pc_max,1.6544,7
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Cowpea,Crop_products,N_pc_max,3.624,7
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Green groundnut plant,Crop_products,N_pc_max,3.6448,7
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Green maize tree,Crop_products,N_pc_max,3.0912,7
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Guinea grass,Crop_products,N_pc_max,2.1968,7
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Hedge lucerne,Crop_products,N_pc_max,3.1504,7
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Hybrid Napier,Crop_products,N_pc_max,3.7728,7
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Local grass,Crop_products,N_pc_max,5.6432,7
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Maize leaf,Crop_residues,N_pc_max,1.4512,7
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Oat,Crop_residues,N_pc_max,3.48,7
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Pigeon pea leaf,Crop_products,N_pc_max,3.0624,7
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Sesbania grandifolia,Crop_products,N_pc_max,5.0576,7
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Sorghum sudan,Crop_products,N_pc_max,2.7392,7
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Sorghum-29,Crop_products,N_pc_max,2.5376,7
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Stylo grass,Crop_products,N_pc_max,2.864,7
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Subabool,Crop_products,N_pc_max,5.5296,7
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Sugarcane leaf,Crop_residues,N_pc_max,1.4016,7
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Tree leaf,Crop_products,N_pc_max,4.4,7
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Vegetable leaf,Crop_products,N_pc_max,4.7872,7
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Azolla,Crop_products,N_pc_min,2.392,7
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Bajra grass,Crop_products,N_pc_min,1.808,7
India,Odisha,India_Odisha,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",https://hdl.handle.net/10568/120507,"Swain et al (2022) Nutritional content of different feed and fodder resources in different agroclimatic zones of Odisha. ILRI Project Report. Nairobi, Kenya: ILRI.",Berseem,Crop_products,N_pc_min,2.456,7
