Original_region,Reference_where_data_were_collated,Website_of_source_of_collated_data,Primary_reference_of_dataset,Original_crop,Original_crop_component,Crop_aggregate_category,Nutrient,Crop_nutrient_concentration_kg_nutrient,Unit
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Olives',Crop_products,'Vegetables',N,0.0038,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Maize; green',Crop_products,'Vegetables',N,0.0037,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Okra',Crop_products,'Vegetables',N,0.00256,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Cassava leaves',Crop_products,'Vegetables',N,0.002,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Chicory roots',Crop_products,'Vegetables',N,0.00176,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Plantains',Crop_products,'Vegetables',N,0.00128,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Peas; dry',Crop_products,'Other Crops',N,0.036,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Chick peas',Crop_products,'Other Crops',N,0.03216,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Lentils',Crop_products,'Other Crops',N,0.03872,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Broad beans; horse beans; dry',Crop_products,'Other Crops',N,0.03744,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Tea',Crop_products,'Other Crops',N,0.016,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Beans; green',Crop_products,'Other Crops',N,0.0048,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'String beans',Crop_products,'Other Crops',N,0.00256,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Leguminous vegetables; nes',Crop_products,'Other Crops',N,0.0048,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Beans; dry',Crop_products,'Other Crops',N,0.03536,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Cow peas; dry',Crop_products,'Other Crops',N,0.03744,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Pigeon peas',Crop_products,'Other Crops',N,0.03344,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Lupins',Crop_products,'Other Crops',N,0.064,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Vetches',Crop_products,'Other Crops',N,0.0504,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Bambara beans',Crop_products,'Other Crops',N,0.02832,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Pulses; nes',Crop_products,'Other Crops',N,0.0352,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Coffee; green',Crop_products,'Other Crops',N,0.01072,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Spices; nes',Crop_products,'Other Crops',N,0.01808,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Hops',Crop_products,'Other Crops',N,0.02,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Pyrethrum;Dried',Crop_products,'Other Crops',N,0.01,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Carobs',Crop_products,'Other Crops',N,0.00256,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Cocoa beans',Crop_products,'Other Crops',N,0.0064,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Tobacco; unmanufactured',Crop_products,'Other Crops',N,0.04,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Gums Natural',Crop_products,'Other Crops',N,0.1475,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,Lassaletta et al (2014),'Natural rubber',Crop_products,'Other Crops',N,0.0088,kg_nutrient_kg_fresh_weight
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),Wheat',Crop_products,'Wheat',N,0.019,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),Rice',Crop_products,'Rice',N,0.013,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Maize',Crop_products,'Maize',N,0.012,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Popcorn',Crop_products,'Maize',N,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Rye',Crop_products,'Other Cereal Crops',N,0.025,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Barley',Crop_products,'Other Cereal Crops',N,0.021,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Oats',Crop_products,'Other Cereal Crops',N,0.024,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Sorghum',Crop_products,'Other Cereal Crops',N,0.013,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Millet',Crop_products,'Other Cereal Crops',N,0.028,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Cereals; nes',Crop_products,'Other Cereal Crops',N,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Buckwheat',Crop_products,'Other Cereal Crops',N,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Canary seed',Crop_products,'Other Cereal Crops',N,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Quinoa',Crop_products,'Other Cereal Crops',N,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Fonio',Crop_products,'Other Cereal Crops',N,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Triticale',Crop_products,'Other Cereal Crops',N,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Mixed grain',Crop_products,'Other Cereal Crops',N,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),Soybeans',Crop_products,'Soybean',N,0.055,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Palm kernels',Crop_products,'Oil Palm',N,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Oil palm fruit',Crop_products,'Oil Palm',N,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Palm oil',Crop_products,'Oil Palm',N,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Coconuts',Crop_products,'Other Oil Crops',N,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Groundnuts; with shell',Crop_products,'Other Oil Crops',N,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Linseed',Crop_products,'Other Oil Crops',N,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Rapeseed',Crop_products,'Other Oil Crops',N,0.032,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Sunflower seed',Crop_products,'Other Oil Crops',N,0.027,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Castor oil seed',Crop_products,'Other Oil Crops',N,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Sesame seed',Crop_products,'Other Oil Crops',N,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Mustard seed',Crop_products,'Other Oil Crops',N,0.033,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Safflower seed',Crop_products,'Other Oil Crops',N,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Poppy seed',Crop_products,'Other Oil Crops',N,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Melonseed',Crop_products,'Other Oil Crops',N,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Tallowtree Seeds',Crop_products,'Other Oil Crops',N,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Kapokseed in Shell',Crop_products,'Other Oil Crops',N,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Hempseed',Crop_products,'Other Oil Crops',N,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Karite Nuts (Sheanuts)',Crop_products,'Other Oil Crops',N,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Tung Nuts',Crop_products,'Other Oil Crops',N,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Jojoba Seeds',Crop_products,'Other Oil Crops',N,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Oilseeds; Nes',Crop_products,'Other Oil Crops',N,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Seed cotton',Crop_products,'Fibre Crops',N,0.064,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Cottonseed',Crop_products,'Fibre Crops',N,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Kapok Fruit',Crop_products,'Fibre Crops',N,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Flax fibre and tow',Crop_products,'Fibre Crops',N,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Hemp Tow Waste',Crop_residues,'Fibre Crops',N,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Cotton lint',Crop_products,'Fibre Crops',N,0.064,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Jute',Crop_products,'Fibre Crops',N,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Other Bastfibres',Crop_products,'Fibre Crops',N,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Sisal',Crop_products,'Fibre Crops',N,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Agave Fibres Nes',Crop_products,'Fibre Crops',N,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Coir',Crop_products,'Fibre Crops',N,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Manila Fibre (Abaca)',Crop_products,'Fibre Crops',N,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Kapok Fibre',Crop_products,'Fibre Crops',N,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Ramie',Crop_products,'Fibre Crops',N,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Fibre Crops Nes',Crop_products,'Fibre Crops',N,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Sugar beet',Crop_products,'Sugar Crops',N,0.0019,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Sugar cane',Crop_products,'Sugar Crops',N,0.001,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Sugar crops; nes',Crop_products,'Sugar Crops',N,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Potatoes',Crop_products,'Roots and Tubers',N,0.003,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Cassava',Crop_products,'Roots and Tubers',N,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Sweet potatoes',Crop_products,'Roots and Tubers',N,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Yams',Crop_products,'Roots and Tubers',N,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Yautia (cocoyam)',Crop_products,'Roots and Tubers',N,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Taro (cocoyam)',Crop_products,'Roots and Tubers',N,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Roots and Tubers; nes',Crop_products,'Roots and Tubers',N,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Dates',Crop_products,'Fruits',N,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Avocados',Crop_products,'Fruits',N,,
World,Zhang et al (2021),https://www.nature.com/articles/s43016-021-00318-5#additional-information,IPNI (2014),'Watermelons',Crop_products,'Fruits',N,,
